name	description	pvalue
Hs~Ref:NM_133494.1~uORF:IOH45126	NIMA (never in mitosis gene a)- related kinase 7 (NEK7)	0.4275540079294583
Hs~MGC:BC025399.1~uORF:IOH11285	prokineticin 1 (PROK1)	0.42776016090468233
Hs~Ref:NM_002475.2~uORF:IOH14814	myosin, light chain 6B, alkali, smooth muscle and non-muscle (MYL6B)	0.427854776108707
Hs~Ref:NM_212540.1~uORF:IOH45879	Transcription factor E2F6	0.4279079380399751
Hs~Ref:NM_004832.1~uORF:IOH4381	glutathione S-transferase omega 1 (GSTO1)	0.4280089720924792
Hs~Ref:NM_021571.2~uORF:IOH42984	ICEBERG caspase-1 inhibitor (ICEBERG)	0.42819733261536125
Hs~Ref:NM_005870.3~uORF:IOH53845	Histone deacetylase complex subunit SAP18	0.4282600090143927
Hs~Ref:NM_006343.1~N/A	Proto-oncogene tyrosine-protein kinase MER	0.42826934206759093
Hs~MGC:BC015600.1~uORF:IOH12286	Sulfatase-modifying factor 2	0.4282898325689949
Hs~Ref:NM_052958.1~uORF:IOH42627	chromosome 8 open reading frame 34 (C8orf34)	0.4283193593444078
Hs~Ref:NM_177524.1~uORF:IOH45900	mesoderm specific transcript homolog (mouse) (MEST), transcript variant 2	0.4283390064341701
Hs~MGC:BC027607.1~uORF:IOH11737	zinc finger CCCH-type containing 14 (ZC3H14)	0.4284029511560264
Hs~MGC:BC100766.2~uORF:IOH63422	Glycoprotein Xg	0.42843990062957404
Hs~MGC:BC036062.1~uORF:IOH27284	protocadherin beta 16 (PCDHB16)	0.42854073956332583
Hs~Ref:NM_005808.2~uORF:IOH53465	CTD small phosphatase-like protein	0.42854092412122063
Hs~MGC:BC028711.2~uORF:IOH11814	cancer/testis antigen CT45-3 (CT45-3)	0.42863765813995325
Hs~MGC:BC004207.1~N/A	Serine/threonine-protein kinase Chk2	0.42875733870853616
Hs~Ref:NM_002704.1~uORF:IOH12030	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7) (PPBP)	0.42882268865606327
Hs~MGC:BC039256.1~uORF:IOH27247	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) (APRIN)	0.4289636808165145
Hs~Ref:NM_177973.1~uORF:IOH22150	sulfotransferase family, cytosolic, 2B, member 1 (SULT2B1), transcript variant 2	0.429056666138907
Hs~MGC:BC020966.1~uORF:IOH10379	Ectonucleoside triphosphate diphosphohydrolase 5	0.42924896090402637
Hs~Ref:NM_145012.3~uORF:IOH36789	Cyclin-Y	0.4293928212810676
Hs~Ref:NM_003104.2~uORF:IOH14671	sorbitol dehydrogenase (SORD)	0.42943586779356135
Hs~Ref:NM_057749.1~uORF:IOH43526	cyclin E2 (CCNE2)	0.4295136622104341
Hs~MGC:BC015586.2~uORF:IOH46065	laminin, gamma 1 (formerly LAMB2) (LAMC1)	0.4295148202305588
Hs~Ref:NM_138480.1~uORF:IOH10174	hypothetical protein BC010522 (LOC149267)	0.4295368118674342
Hs~MGC:BC011842.2~uORF:IOH14099	hypothetical protein FLJ11184 (FLJ11184)	0.42954394118090494
Hs~MGC:NM_152729.2~uORF:IOH13044	5'-nucleotidase domain containing 1 (NT5DC1)	0.4297382056622592
Hs~MGC:BC032101.1~uORF:IOH22993	Protein jagunal homolog 1	0.42988794224143057
Hs~MGC:BC029796.1~uORF:IOH22647	hypothetical protein BC014011 (LOC116349)	0.42993086949389087
Hs~Ref:NM_002413.3~uORF:IOH13576	microsomal glutathione S-transferase 2 (MGST2)	0.43004139289019194
Hs~MGC:BC066922.1~uORF:IOH40100	Putative protein phosphatase inhibitor 2-like protein 3	0.43005315803427646
Hs~Ref:NM_006817.2~uORF:IOH41199	endoplasmic reticulum protein 29 (ERP29), transcript variant 1	0.4302196966893955
Hs~Ref:NM_020168.3~uORF:IOH20961	p21(CDKN1A)-activated kinase 6 (PAK6)	0.43024974193586585
Hs~Ref:NM_001001936.1~uORF:IOH23258	actin filament associated protein 1-like 2 (AFAP1L2), transcript variant 1	0.4302608624660551
Hs~Ref:NM_000987.2~uORF:IOH45675	ribosomal protein L26 (RPL26)	0.4302765738030159
Hs~Ref:NM_002577.3~CAT:PV4565	p21 (CDKN1A)-activated kinase 2 (PAK2)	0.43032010042181856
Hs~MGC:BC007742.1~uORF:IOH6517	exosome component 5 (EXOSC5)	0.4304498481890488
Hs~Ref:NM_145802.1~uORF:IOH14040	septin 6 (SEPT6), transcript variant V	0.4305616592688003
Hs~Ref:NM_145331.1~uORF:IOH29760	mitogen-activated protein kinase kinase kinase 7 (MAP3K7), transcript variant B	0.43058508423895275
Hs~MGC:BC016754.1~uORF:IOH13535	karyopherin alpha 4 (importin alpha 3) (KPNA4)	0.4306535433755219
Hs~MGC:NM_015014.1~uORF:IOH23193	RNA binding motif protein 34 (RBM34)	0.4308168821158801
Hs~MGC:BC029775.1~uORF:IOH22665	transmembrane protein 61 (TMEM61)	0.4310167559122873
Hs~Ref:NM_006255.1~CAT:P2634	protein kinase C, eta	0.4310511740642241
Hs~MGC:BC041164.1~uORF:IOH26258	sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase) (SMPD1)	0.43112351898546325
Hs~Ref:NM_198461.1~uORF:IOH37860	LON peptidase N-terminal domain and ring finger 2 (LONRF2)	0.43114834023026527
Hs~Ref:NM_024928.3~uORF:IOH12386	oligonucleotide/oligosaccharide-binding fold containing 1 (OBFC1)	0.431167766118535
Hs~Ref:NM_001744.2~CAT:PV3310	calcium/calmodulin-dependent protein kinase IV (CAMK4)	0.43122396839253485
Hs~Ref:NM_173571.1~uORF:IOH22557	cancer/testis CT47 family, member 11 (CT47.11)	0.43131532224689656
Hs~MGC:BC057774.1~uORF:IOH29168	RNA (guanine-9-)-methyltransferase domain-containing protein 3	0.4314170229679587
Hs~Ref:NM_005887.1~uORF:IOH45761	Leukemia-associated protein 1	0.43144906301073227
Hs~MGC:BC010360.1~uORF:IOH12880	LMBR1 domain containing 1 (LMBRD1)	0.43145319449419445
Hs~Ref:NM_005235.1~N/A	Receptor tyrosine-protein kinase erbB-4	0.4314932984700406
Hs~MGC:BC008919.1~uORF:IOH7021	TBC1 domain family member 9B	0.43157886850144966
Hs~Ref:NM_004155.2~uORF:IOH4093	serpin peptidase inhibitor, clade B (ovalbumin), member 9 (SERPINB9)	0.4316765816021793
Hs~MGC:BC001430.1~uORF:IOH3991	processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae) (POP7)	0.4317319031237651
Hs~MGC:BC000903.2~uORF:IOH2920	High mobility group protein B2	0.4319130195485942
Hs~MGC:BC014441.1~uORF:IOH13328	NOL1/NOP2/Sun domain family, member 4 (NSUN4)	0.431961029325409
Hs~Ref:NM_001012978.1~uORF:IOH42168	Protein BEX5	0.4319993366085803
Hs~MGC:BC002758.1~uORF:IOH5367	adenosine deaminase, tRNA-specific 1 (ADAT1)	0.43204499005455366
Hs~MGC:BC008069.2~uORF:IOH5756	SH3 and cysteine rich domain 3 (STAC3)	0.4321356467618418
Hs~Ref:NM_170707.1~uORF:IOH41769	Lamin-A/C	0.43215614485100606
Hs~Ref:NM_000709.2~uORF:IOH6690	branched chain keto acid dehydrogenase E1, alpha polypeptide (BCKDHA)	0.43221094258717985
Hs~MGC:BC000108.1~uORF:IOH4735	WW domain containing E3 ubiquitin protein ligase 2 (WWP2)	0.4324181525784009
Hs~Ref:NM_006147.1~uORF:IOH10956	interferon regulatory factor 6 (IRF6)	0.4324775844335644
Hs~Ref:NM_001014796.1~CAT:PV3870	discoidin domain receptor family, member 2 (DDR2), transcript variant 1	0.4325684899272577
Hs~MGC:BC013069.1~uORF:IOH10251	cysteine conjugate-beta lyase; cytoplasmic (glutamine transaminase K, kyneurenine aminotransferase) (CCBL1)	0.4326521231087431
Hs~MGC:BC007414.2~uORF:IOH5824	UBX domain-containing protein 6	0.43278061430390397
Hs~Ref:NM_016339.1~uORF:IOH42129	Rap guanine nucleotide exchange factor (GEF)-like 1 (RAPGEFL1)	0.43279231677371416
Hs~Ref:NM_014047.1~uORF:IOH11187	chromosome 19 open reading frame 53 (C19orf53)	0.4328019534229984
Hs~MGC:BC009078.1~uORF:IOH3357	chromosome 16 open reading frame 74 (C16orf74)	0.43286527050003015
Hs~MGC:BC018140.1~uORF:IOH11816	ribosomal protein S21 (RPS21)	0.43289927426949626
Hs~Ref:NM_006374.2~CAT:PV3657	serine/threonine kinase 25 (STE20 homolog, yeast) (STK25)	0.4329317575348318
Hs~Ref:NM_145691.3~uORF:IOH23101	ATP synthase mitochondrial F1 complex assembly factor 2 (ATPAF2), nuclear gene encoding mitochondrial protein	0.43294205921859724
Hs~Ref:NM_007075.3~uORF:IOH45934	WD repeat domain 45 (WDR45), transcript variant 1	0.43305956389587336
Hs~MGC:BC056147.1~uORF:IOH29115	F-box protein 38 (FBXO38)	0.4331120281426466
Hs~Ref:NM_006674.2~uORF:IOH42052	HLA complex P5 (HCP5)	0.4331488559808836
Hs~Ref:NM_138698.2~uORF:IOH36253	Uncharacterized protein FLJ44066	0.4332168685063483
Hs~Ref:NM_004582.2~uORF:IOH14064	Rab geranylgeranyltransferase, beta subunit (RABGGTB)	0.4332579462349858
Hs~Ref:NM_182729.1~uORF:IOH52112	Thioredoxin reductase 1, cytoplasmic	0.433322661745968
Hs~Ref:NM_022568.2~uORF:IOH41048	Aldehyde dehydrogenase family 8 member A1	0.4334468427888523
Hs~MGC:BC039337.1~uORF:IOH62273	Polyadenylate-binding protein-interacting protein 2	0.43400688284474337
Hs~Ref:NM_012419.3~uORF:IOH11052	regulator of G-protein signaling 17 (RGS17)	0.4341733656191944
Hs~MGC:BC102030.1~uORF:IOH63600	Egl nine homolog 3	0.4342223926288275
Hs~Ref:NM_003251.1~uORF:IOH22149	thyroid hormone responsive (SPOT14 homolog, rat) (THRSP)	0.4342638956716501
Hs~MGC:BC013935.1~uORF:IOH12458	mRNA similar to hypothetical protein FLJ21394 (cDNA clone MGC:24280 IMAGE:3950761), complete cds	0.43437835254079443
Hs~Ref:NM_052965.1~uORF:IOH56031	tRNA-splicing endonuclease subunit Sen15	0.43440355133507813
Hs~MGC:BC029509.1~uORF:IOH22569	DnaJ homolog subfamily C member 28	0.43444431901624025
Hs~Ref:NM_181705.1~uORF:IOH26509	Lyrm7 homolog (mouse) (LYRM7)	0.43446759672388774
Hs~Ref:NM_001622.1~uORF:IOH2128	alpha-2-HS-glycoprotein (AHSG)	0.4344977689587756
Hs~Ref:NM_207316.1~uORF:IOH45939	Transmembrane protein 207	0.43455101406856056
Hs~MGC:BC044584.1~uORF:IOH26743	DnaJ (Hsp40) homolog, subfamily C, member 4 (DNAJC4)	0.43460004595307744
Hs~MGC:BC013959.1~uORF:IOH14481	guanine nucleotide binding protein-like 1 (GNL1)	0.43465778479054734
Hs~MGC:BC041787.1~uORF:IOH27976	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1)	0.43467346525329287
Hs~Ref:NM_013410.1~uORF:IOH13992	adenylate kinase 3-like 1 (AK3L1), nuclear gene encoding mitochondrial protein, transcript variant 6	0.4349221444409478
Hs~Ref:NM_012320.3~uORF:IOH39852	1-O-acylceramide synthase	0.4350119868167347
Hs~MGC:BC022302.1~uORF:IOH14393	cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminate monooxygenase) (CMAH)	0.43521710074262754
Hs~Ref:NM_000864.3~uORF:IOH6478	5-hydroxytryptamine (serotonin) receptor 1D (HTR1D)	0.43541502650700536
Hs~Ref:NM_016618.1~uORF:IOH10031	lysine-rich coiled-coil 1 (KRCC1)	0.4355013402658934
Hs~Ref:NM_152736.2~uORF:IOH14153	Zinc finger protein 187	0.4355121929902286
Hs~Ref:NM_005605.2~uORF:IOH5608	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (PPP3CC)	0.4356172472798717
Hs~Ref:NM_004401.1~uORF:IOH4671	DNA fragmentation factor, 45kDa, alpha polypeptide (DFFA), transcript variant 1	0.4356867322926492
Hs~MGC:BC064634.1~uORF:IOH39924	alcohol dehydrogenase, iron containing, 1 (ADHFE1)	0.4357237049644215
Hs~Ref:NM_015599.1~uORF:IOH55441	Phosphoacetylglucosamine mutase	0.43578390961025276
Hs~Ref:NM_013293.1~uORF:IOH9999	Transformer-2 protein homolog	0.4359335585666641
Hs~Ref:NM_001008220.1~uORF:IOH42361	complexin 2 (CPLX2), transcript variant 2	0.4359842515804479
Hs~MGC:BC025263.1~uORF:IOH13964	cell division cycle associated 4 (CDCA4)	0.43603203088350234
Hs~Ref:NM_001001660.1~uORF:IOH45936	LYR motif containing 5 (LYRM5)	0.4360761719716925
Hs~MGC:BC008417.1~uORF:IOH7579	interferon induced transmembrane protein 3 (1-8U) (IFITM3)	0.4362083756452344
Hs~Ref:NM_153329.2~uORF:IOH21432	Aldehyde dehydrogenase family 16 member A1	0.43641399548569954
Hs~Ref:NM_006585.2~uORF:IOH45947	chaperonin containing TCP1, subunit 8 (theta) (CCT8)	0.43644056167781164
Hs~Ref:NM_001008660.1~uORF:IOH39850	phosphatidylinositol binding clathrin assembly protein (PICALM), transcript variant 2	0.4366915401578655
Hs~Ref:NM_031496.1~uORF:IOH4571	protocadherin alpha 2 (PCDHA2), transcript variant 3	0.43680064290327636
Hs~MGC:BC013879.1~N/A	Serine/threonine-protein kinase PLK2	0.4368034709243307
Hs~Ref:NM_005435.2~uORF:IOH14526	Rho guanine nucleotide exchange factor (GEF) 5 (ARHGEF5)	0.4368246471388769
Hs~MGC:BC028629.1~uORF:IOH11485	gamma-aminobutyric acid (GABA) A receptor, alpha 3 (GABRA3)	0.4368455888396432
Hs~MGC:BC066929.1~uORF:IOH40095	aspartate beta-hydroxylase (ASPH)	0.4370690296905302
Hs~Ref:NM_003527.4~uORF:IOH58710	Histone H2B type 1-O	0.4373520764843704
Hs~Ref:NM_001008237.1~uORF:IOH43157	tetratricopeptide repeat domain 32 (TTC32)	0.43742923851940807
Hs~MGC:BC032539.1~uORF:IOH21974	mitogen-activated protein kinase 9 (MAPK9)	0.4375040030075726
Hs~Ref:NM_014061.3~uORF:IOH10824	melanoma antigen family H, 1 (MAGEH1)	0.4376067786168281
Hs~Ref:NM_001002262.1~uORF:IOH53496	Zinc finger FYVE domain-containing protein 27	0.4376528606584366
Hs~Ref:NM_153822.1~uORF:IOH41107	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 (PSMD4), transcript variant 2	0.4376990815356351
Hs~Ref:NM_058244.1~uORF:IOH35591	wingless-type MMTV integration site family, member 8A (WNT8A)	0.43792427536431144
Hs~MGC:BC017572.1~uORF:IOH14665	poliovirus receptor-related 3 (PVRL3)	0.43800495607622514
Hs~MGC:NM_152653.1~uORF:IOH13176	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast) (UBE2E2)	0.43816632942028805
Hs~MGC:BC065370.1~uORF:IOH40687	chromosome 20 open reading frame 112 (C20orf112)	0.43824047508838815
Hs~MGC:BC002723.2~uORF:IOH40582	RAD51-like 3 (S. cerevisiae) (RAD51L3)	0.4383358489773693
Hs~Ref:NM_014366.1~uORF:IOH4189	guanine nucleotide binding protein-like 3 (nucleolar) (GNL3), transcript variant 1	0.4383943079073292
Hs~Ref:NM_006156.1~uORF:IOH42171	neural precursor cell expressed, developmentally down-regulated 8 (NEDD8)	0.43848182782073425
Hs~Ref:NM_001204.3~N/A	Bone morphogenetic protein receptor type-2	0.4385565377788537
Hs~Ref:NM_001023.2~uORF:IOH6083	ribosomal protein S20 (RPS20)	0.43864404247606914
Hs~Ref:NM_145018.2~uORF:IOH27254	chromosome 11 open reading frame 82 (C11orf82)	0.43864407867075067
Hs~Ref:NM_001001330.1~uORF:IOH40137	receptor accessory protein 3 (REEP3)	0.4386619645853708
Hs~Ref:NM_004782.2~uORF:IOH9957	synaptosomal-associated protein, 29kDa (SNAP29)	0.4387072799401457
Hs~MGC:BC011989.1~uORF:IOH11771	endothelial cell-specific molecule 1 (ESM1)	0.43874882852191005
Hs~MGC:BC027994.1~uORF:IOH11366	beta-transducin repeat containing (BTRC)	0.43876858784628486
Hs~Ref:NM_173517.3~uORF:IOH40649	vitamin K epoxide reductase complex, subunit 1-like 1 (VKORC1L1)	0.43883558464784467
Hs~Ref:NM_032332.2~uORF:IOH6146	mitogen-activated protein kinase organizer 1 (MORG1), transcript variant 2	0.4389490103622663
Hs~Ref:NM_183059.1~uORF:IOH39968	retinal degeneration 3 (RD3)	0.4389540888951575
Hs~Ref:NM_004794.1~uORF:IOH4780	RAB33A, member RAS oncogene family (RAB33A)	0.43904315958984397
Hs~Ref:NM_004374.2~uORF:IOH4367	Cytochrome c oxidase polypeptide VIc	0.43914428699783226
Hs~MGC:BC017356.1~uORF:IOH14096	Ig mu chain C region	0.4394375975414645
Hs~Ref:NM_003702.2~uORF:IOH39665	Regulator of G-protein signaling 20	0.4394991870662335
Hs~MGC:NM_152443.1~uORF:IOH10746	retinol dehydrogenase 12 (all-trans/9-cis/11-cis) (RDH12)	0.43953141255583417
Hs~Ref:NM_052926.1~uORF:IOH35779	Paraneoplastic antigen-like protein 5	0.4396137247883001
Hs~MGC:NM_153207.2~uORF:IOH14301	AE binding protein 2 (AEBP2)	0.4396324215675404
Hs~Ref:NM_003600.1~N/A	aurora kinase A (AURKA), transcript variant 2	0.4399243163877433
Hs~Ref:NM_003517.2~uORF:IOH29296	histone cluster 2, H2ac (HIST2H2AC)	0.43999855577827784
Hs~MGC:BC002804.1~uORF:IOH5414	Mannosyl-oligosaccharide glucosidase	0.4400486276881309
Hs~MGC:BC005169.1~uORF:IOH5215	Serine/threonine-protein kinase 40	0.4401094363773146
Hs~Ref:NM_007042.1~uORF:IOH56123	Ribonuclease P protein subunit p14	0.4401171565976222
Hs~MGC:BC005258.1~uORF:IOH7193	cell division cycle 23 homolog (S. cerevisiae) (CDC23)	0.44029391379816646
Hs~Ref:NM_014473.2~uORF:IOH9851	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae) (DIMT1L)	0.44032924610859997
Hs~Ref:NM_032848.1~uORF:IOH13466	chromosome 12 open reading frame 52 (C12orf52)	0.4404601119204506
Hs~MGC:BC019064.1~uORF:IOH12760	family with sequence similarity 40, member B (FAM40B)	0.44062718887227764
Hs~MGC:BC011526.1~uORF:IOH9712	PCTAIRE protein kinase 3 (PCTK3)	0.440736150560038
Hs~MGC:BC000788.1~uORF:IOH4609	chromosome 19 open reading frame 62 (HSPC142)	0.44079167961487686
Hs~MGC:BC030983.1~uORF:IOH23183	immunoglobulin lambda locus (IGL@)	0.4407934358405342
Hs~MGC:BC018137.1~uORF:IOH10369	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa (TAF1B)	0.44085362885422313
Hs~Ref:NM_001975.2~uORF:IOH2253	enolase 2 (gamma, neuronal) (ENO2)	0.4408732900508768
Hs~Ref:NM_017785.2~uORF:IOH12118	coiled-coil domain containing 99 (CCDC99)	0.44091405739543243
Hs~MGC:BC024245.2~uORF:IOH22398	sal-like 2 (Drosophila) (SALL2)	0.44092905628500423
Hs~Ref:NM_138459.2~uORF:IOH12773	Nogo-B receptor	0.4409686847484149
Hs~MGC:NM_006223.2~uORF:IOH43393	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) (PIN4)	0.4411777102855149
Hs~MGC:BC005930.1~uORF:IOH7549	CD58 molecule (CD58)	0.4412003250707321
Hs~MGC:BC014774.1~uORF:IOH10280	BCL2-associated athanogene (BAG1)	0.441231807028392
Hs~Ref:NM_012315.1~uORF:IOH35357	kallikrein-related peptidase 9 (KLK9)	0.4412498138143034
Hs~MGC:BC010947.1~uORF:IOH14455	signal recognition particle 19kDa (SRP19)	0.44128526523280504
Hs~Ref:NM_001008491.1~uORF:IOH53945	Septin-2	0.44130149768353344
Hs~MGC:BC010349.1~uORF:IOH14182	sorting nexin 7 (SNX7)	0.44156889326792503
Hs~Ref:NM_001003938.2~uORF:IOH45603	Hemoglobin subunit mu	0.4416667881108703
Hs~Ref:NM_018180.2~uORF:IOH38247	DEAH (Asp-Glu-Ala-His) box polypeptide 32 (DHX32)	0.44168563016550544
Hs~MGC:BC007340.2~uORF:IOH62790	bystin-like (BYSL)	0.44187895581141884
Hs~Ref:NM_002346.1~uORF:IOH42082	lymphocyte antigen 6 complex, locus E (LY6E)	0.4420518520057759
Hs~Ref:NM_013401.2~uORF:IOH10925	RAB3A interacting protein (rabin3)-like 1 (RAB3IL1)	0.44213658632540187
Hs~Ref:NM_003123.1~uORF:IOH12537	sialophorin (leukosialin, CD43) (SPN), transcript variant 2	0.44225826237856464
Hs~Ref:NM_016422.2~uORF:IOH11058	ring finger protein 141 (RNF141)	0.4422935577979229
Hs~Ref:NM_020134.2~uORF:IOH5686	Dihydropyrimidinase-related protein 5	0.4423385122658587
Hs~MGC:BC003193.1~uORF:IOH4578	leucine rich repeat containing 1 (LRRC1)	0.4423811076060974
Hs~Ref:NM_001018.2~uORF:IOH1683	ribosomal protein S15 (RPS15)	0.4424008455087835
Hs~Ref:NM_145870.1~uORF:IOH4046	glutathione transferase zeta 1 (maleylacetoacetate isomerase) (GSTZ1), transcript variant 1	0.4424146289015489
Hs~MGC:BC093926.1~uORF:IOH62009	Tripartite motif-containing protein 10	0.44247742487670794
Hs~MGC:NM_024493.1~uORF:IOH6566	zinc finger with KRAB and SCAN domains 3 (ZKSCAN3)	0.44247879700041204
Hs~Ref:NM_000589.2~uORF:IOH40149	interleukin 4 (IL4), transcript variant 1	0.4426230635444418
Hs~MGC:BC066904.1~uORF:IOH61475	Ras-related protein Rab-34	0.44262337017215764
Hs~MGC:BC013781.1~uORF:IOH9733	tubulin, gamma complex associated protein 3 (TUBGCP3)	0.4426495377856222
Hs~MGC:BC005085.1~uORF:IOH6621	zinc finger protein 607 (ZNF607)	0.44267318760230384
Hs~Ref:NM_152230.2~uORF:IOH40760	inositol polyphosphate multikinase (IPMK)	0.4426782746514101
Hs~Ref:NM_032593.1~uORF:IOH26687	histidine triad nucleotide binding protein 2 (HINT2)	0.44276517624330397
Hs~MGC:BC037963.1~uORF:IOH25981	Beta-adrenergic receptor kinase 1	0.44279502988744435
Hs~Ref:NM_175907.3~uORF:IOH21771	zinc binding alcohol dehydrogenase, domain containing 2 (ZADH2)	0.4428252226408008
Hs~Ref:NM_130390.1~uORF:IOH42237	tripartite motif-containing 34 (TRIM34), transcript variant 3	0.44283308057350196
Hs~MGC:BC034141.1~uORF:IOH23179	immunoglobulin kappa constant (IGKC)	0.44285090266811655
Hs~Ref:NM_005776.2~uORF:IOH41416	cornichon homolog (Drosophila) (CNIH)	0.4428608671953991
Hs~MGC:BC004522.1~uORF:IOH5691	RAB, member RAS oncogene family-like 5 (RABL5)	0.44290669377230657
Hs~Ref:NM_019069.3~uORF:IOH26403	WD repeat domain 5B (WDR5B)	0.4430475174109776
Hs~Ref:NM_016836.1~uORF:IOH12909	RNA binding motif, single stranded interacting protein 1 (RBMS1), transcript variant 1	0.4431156566151096
Hs~Ref:NM_175923.2~uORF:IOH22051	hypothetical protein MGC42630 (MGC42630)	0.44313870782908754
Hs~Ref:NM_004394.1~uORF:IOH40583	death-associated protein (DAP)	0.44328514384668954
Hs~Ref:NM_032601.2~uORF:IOH12757	methylmalonyl CoA epimerase (MCEE)	0.443369312054657
Hs~Ref:NM_016816.1~uORF:IOH41283	2',5'-oligoadenylate synthetase 1, 40/46kDa (OAS1), transcript variant 1	0.44338712460696894
Hs~MGC:BC052946.1~uORF:IOH28826	neural cell adhesion molecule 2 (NCAM2)	0.4433940550434943
Hs~MGC:BC062564.1~uORF:IOH39851	dyslexia susceptibility 1 candidate 1 (DYX1C1)	0.4434856625288561
Hs~Ref:NM_017451.1~uORF:IOH42068	BAI1-associated protein 2 (BAIAP2), transcript variant 2	0.4434935693714801
Hs~MGC:BC011951.1~uORF:IOH10439	serine peptidase inhibitor, Kunitz type, 2 (SPINT2)	0.4435007476772117
Hs~Ref:NM_024411.1~uORF:IOH11247	prodynorphin (PDYN)	0.4435289237499223
Hs~MGC:BC032576.1~uORF:IOH61732	Cell division cycle-associated 7-like protein	0.44363755871333976
Hs~Ref:NM_014741.2~uORF:IOH3624	KIAA0652 (KIAA0652)	0.44377505598945
Hs~MGC:BC035058.1~uORF:IOH27691	protein kinase, cAMP-dependent, catalytic, beta (PRKACB)	0.4437814095125616
Hs~Ref:NM_001896.2~uORF:IOH6369	casein kinase 2, alpha prime polypeptide (CSNK2A2)	0.44389178043091715
Hs~Ref:NM_020166.2~uORF:IOH3833	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha) (MCCC1)	0.4440168358609121
Hs~Ref:NM_030780.2~uORF:IOH10844	solute carrier family 25, member 32 (SLC25A32)	0.4441578525552187
Hs~Ref:NM_004092.2~uORF:IOH54943	Enoyl-CoA hydratase, mitochondrial	0.44426647313100426
Hs~MGC:BC029224.1~uORF:IOH22788	Coiled-coil domain-containing protein 42A	0.44427847436618373
Hs~Ref:NM_003576.2~N/A	Serine/threonine-protein kinase 24	0.4443308583674547
Hs~Ref:NM_002738.2~N/A	Protein kinase C beta type	0.4443675596755108
Hs~MGC:BC017117.1~uORF:IOH10010	cAMP responsive element modulator (CREM)	0.4444939829061817
Hs~Ref:NM_182826.1~uORF:IOH29144	Scavenger receptor class A member 3	0.4445304854220594
Hs~Ref:NM_181462.1~uORF:IOH45485	mitochondrial ribosomal protein L55 (MRPL55), nuclear gene encoding mitochondrial protein, transcript variant 4	0.44455814501615726
Hs~Ref:NM_001008917.1~uORF:IOH50160	Similar to RIKEN cDNA 2210021J22 (OTTHUMP00000028822).	0.4445970127916914
Hs~Ref:NM_000075.2~CAT:PV4400	cyclin D1 and cyclin-dependent kinase 4 (CDK4): cyclin D1 and CDK4 sequences are seperated by -- (in the protein list file).	0.44474704628221673
Hs~Ref:NM_002648.1~uORF:IOH14704	pim-1 oncogene (PIM1)	0.44485201022242504
Hs~Ref:NM_004445.1~N/A	Ephrin type-B receptor 6	0.4448731174582673
Hs~Ref:NM_032353.1~uORF:IOH6304	vacuolar protein sorting 25 homolog (S. cerevisiae) (VPS25)	0.44493808754515835
Hs~MGC:BC014949.1~uORF:IOH13331	DEXH (Asp-Glu-X-His) box polypeptide 58 (DHX58)	0.4450198375768989
Hs~MGC:BC063439.1~uORF:IOH61534	Glutathione S-transferase A4	0.4451383056739646
Hs~MGC:BC004878.1~uORF:IOH5623	TM2 domain-containing protein 2	0.44514935598124283
Hs~Ref:NM_001906.1~uORF:IOH7194	chymotrypsinogen B1 (CTRB1)	0.4451947594404601
Hs~MGC:BC007015.1~uORF:IOH29312	cyclin E2 (CCNE2)	0.44524472178148944
Hs~Ref:NM_002629.2~uORF:IOH13682	phosphoglycerate mutase 1 (brain) (PGAM1)	0.4455376466320311
Hs~Ref:NM_001543.3~uORF:IOH52925	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	0.44558869939601403
Hs~MGC:BC017570.1~uORF:IOH27880	chromosome 9 open reading frame 78 (C9orf78)	0.44560529905176977
Hs~Ref:NM_000148.2~uORF:IOH41006	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group) (FUT1)	0.44569297491211546
Hs~Ref:NM_014519.2~uORF:IOH40635	zinc finger protein 232 (ZNF232)	0.4457577337910432
Hs~MGC:BC008037.2~uORF:IOH5889	protein kinase C and casein kinase substrate in neurons 2 (PACSIN2)	0.4457727414669391
Hs~MGC:BC014051.1~uORF:IOH14549	small inducible cytokine subfamily E, member 1 (endothelial monocyte-activating) (SCYE1)	0.445779046745327
Hs~Ref:NM_207448.1~uORF:IOH59696	Putative uncharacterized protein FLJ45256	0.4457883635692685
