id	position	name	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670	description
B20R05C08	20-8-5	Hs~MGC:NM_174972.1~uORF:IOH43392	2169	1989	3962	1540	4403	2436	3277	1539	6760	1251	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase
B20R05C09	20-9-5	Hs~Ref:NM_001711.3~uORF:IOH5449	465	206	423	283	208	331	722	399	263	-3	biglycan (BGN)
B20R05C10	20-10-5	Hs~Ref:NM_001711.3~uORF:IOH5449	370	224	520	281	1414	388	814	373	365	22	biglycan (BGN)
B20R05C11	20-11-5	Hs~Ref:NM_053005.2~uORF:IOH40119	3207	1947	3163	3309	5675	2191	3509	1931	6067	2797	HCCA2 protein (HCCA2)
B20R05C12	20-12-5	Hs~Ref:NM_053005.2~uORF:IOH40119	3233	2307	3353	3438	5714	2261	3519	1913	5815	2971	HCCA2 protein (HCCA2)
B20R05C13	20-13-5	Hs~Ref:NM_006607.1~uORF:IOH40244	6406	2123	3968	2227	3285	2759	10693	4432	4505	862	pituitary tumor-transforming 2 (PTTG2)
B20R05C14	20-14-5	Hs~Ref:NM_006607.1~uORF:IOH40244	7003	2272	3810	2190	3346	2757	10685	4236	4299	870	pituitary tumor-transforming 2 (PTTG2)
B20R05C15	20-15-5	Hs~Ref:NM_148912.2~uORF:IOH40097	4317	3063	4047	4389	4176	2907	5214	3330	3366	2851	abhydrolase domain containing 11 (ABHD11)
B20R05C16	20-16-5	Hs~Ref:NM_148912.2~uORF:IOH40097	4338	3177	4140	4445	3283	3051	5074	3244	3257	2966	abhydrolase domain containing 11 (ABHD11)
B20R05C17	20-17-5	Hs~Ref:NM_057176.2~uORF:IOH35514	1300	480	1270	456	341	730	1669	371	884	176	Bartter syndrome, infantile, with sensorineural deafness (Barttin) (BSND)
B20R05C18	20-18-5	Hs~Ref:NM_057176.2~uORF:IOH35514	1250	410	1279	444	237	595	1893	433	799	168	Bartter syndrome, infantile, with sensorineural deafness (Barttin) (BSND)
B20R05C19	20-19-5	Hs~Ref:NM_080873.1~uORF:IOH35526	378	300	504	268	174	292	420	365	74	0	ankyrin repeat and SOCS box-containing 11 (ASB11), transcript variant 1
B20R05C20	20-20-5	Hs~Ref:NM_080873.1~uORF:IOH35526	364	329	471	257	118	233	479	335	315	60	ankyrin repeat and SOCS box-containing 11 (ASB11), transcript variant 1
B20R05C21	20-21-5	Hs~MGC:BC001861.2~uORF:IOH40580	741	564	908	482	574	817	918	504	1089	298	testis expressed 101 (TEX101)
B20R05C22	20-22-5	Hs~MGC:BC001861.2~uORF:IOH40580	684	598	903	519	484	792	914	501	1233	298	testis expressed 101 (TEX101)
B20R06C01	20-1-6	Hs~Ref:NM_000304.2~uORF:IOH40638	438	303	429	248	294	329	516	340	13	146	peripheral myelin protein 22 (PMP22), transcript variant 1
B20R06C02	20-2-6	Hs~Ref:NM_000304.2~uORF:IOH40638	391	321	469	272	286	387	534	387	521	135	peripheral myelin protein 22 (PMP22), transcript variant 1
B20R06C03	20-3-6	Hs~MGC:BC003586.1~uORF:IOH4499	413	395	562	99	274	1032	692	468	1979	81	armadillo repeat containing 10, mRNA (cDNA clone MGC:3195 IMAGE:3357276), complete cds
B20R06C04	20-4-6	Hs~MGC:BC003586.1~uORF:IOH4499	436	411	533	57	291	1039	801	460	1467	84	armadillo repeat containing 10, mRNA (cDNA clone MGC:3195 IMAGE:3357276), complete cds
B20R06C05	20-5-6	Hs~Ref:NM_018132.1~uORF:IOH10019	231	205	479	91	177	335	682	232	1307	59	Centromere protein Q
B20R06C06	20-6-6	Hs~Ref:NM_018132.1~uORF:IOH10019	295	179	502	129	109	185	682	181	1463	52	Centromere protein Q
B20R06C07	20-7-6	Hs~MGC:BC077077.1~uORF:IOH62554	340	241	551	696	248	347	395	268	361	69	Dihydropyrimidinase-related protein 3
B20R06C08	20-8-6	Hs~MGC:BC077077.1~uORF:IOH62554	371	215	512	634	2418	424	373	286	351	36	Dihydropyrimidinase-related protein 3
B20R06C09	20-9-6	Hs~Ref:NM_138443.1~uORF:IOH14717	40	68	168	120	131	127	262	194	162	36	coiled-coil domain containing 5 (spindle associated) (CCDC5)
B20R06C10	20-10-6	Hs~Ref:NM_138443.1~uORF:IOH14717	57	60	104	88	207	69	266	748	155	31	coiled-coil domain containing 5 (spindle associated) (CCDC5)
B20R06C11	20-11-6	Hs~Ref:NM_007370.2~uORF:IOH4957	1009	725	1077	627	1035	677	1274	656	3410	408	replication factor C (activator 1) 5, 36.5kDa (RFC5), transcript variant 1
B20R06C12	20-12-6	Hs~Ref:NM_007370.2~uORF:IOH4957	994	751	1128	659	1132	727	1318	681	2960	392	replication factor C (activator 1) 5, 36.5kDa (RFC5), transcript variant 1
B20R06C13	20-13-6	Hs~Ref:NM_002363.1~uORF:IOH10928	7100	4227	4007	12059	4424	3055	9951	2977	9308	5347	melanoma antigen family B, 1 (MAGEB1), transcript variant 1
B20R06C14	20-14-6	Hs~Ref:NM_002363.1~uORF:IOH10928	7372	4387	3736	12299	4045	3082	9783	3072	10074	5446	melanoma antigen family B, 1 (MAGEB1), transcript variant 1
B20R06C15	20-15-6	Hs~Ref:NM_004582.2~uORF:IOH14064	536	629	689	393	245	625	712	357	1565	338	Rab geranylgeranyltransferase, beta subunit (RABGGTB)
B20R06C16	20-16-6	Hs~Ref:NM_004582.2~uORF:IOH14064	506	672	700	361	384	799	715	327	1553	187	Rab geranylgeranyltransferase, beta subunit (RABGGTB)
B20R06C17	20-17-6	Hs~MGC:BC006091.1~uORF:IOH6616	763	1002	672	379	564	2402	1192	617	2161	962	tumor suppressing subtransferable candidate 4 (TSSC4)
B20R06C18	20-18-6	Hs~MGC:BC006091.1~uORF:IOH6616	778	930	675	376	594	2220	1309	651	2117	863	tumor suppressing subtransferable candidate 4 (TSSC4)
B20R06C21	20-21-6	Hs~Ref:NM_003695.2~uORF:IOH53843	582	449	616	380	206	672	875	535	1055	250	Lymphocyte antigen 6D
B20R06C22	20-22-6	Hs~Ref:NM_003695.2~uORF:IOH53843	489	455	581	370	476	627	877	530	1100	194	Lymphocyte antigen 6D
B20R07C01	20-1-7	Hs~MGC:BC095404.1~uORF:IOH62648	1536	2387	2586	1316	1334	6925	3115	1547	4433	855	Protein transport protein Sec23B
B20R07C02	20-2-7	Hs~MGC:BC095404.1~uORF:IOH62648	1610	2443	2602	1303	1389	6782	3129	1609	4466	819	Protein transport protein Sec23B
B20R07C05	20-5-7	Hs~Ref:NM_012325.1~uORF:IOH41294	5671	14056	3856	10653	6282	9175	14986	7192	7479	4034	microtubule-associated protein, RP/EB family, member 1 (MAPRE1)
B20R07C06	20-6-7	Hs~Ref:NM_012325.1~uORF:IOH41294	5480	13984	3924	9875	6410	8931	15766	7864	9315	4458	microtubule-associated protein, RP/EB family, member 1 (MAPRE1)
B20R07C07	20-7-7	Hs~Ref:NM_184237.1~uORF:IOH41717	1111	1255	1252	685	755	1919	1481	999	1844	500	RNA binding motif protein 39 (RBM39), transcript variant 3
B20R07C08	20-8-7	Hs~Ref:NM_184237.1~uORF:IOH41717	1108	1284	1225	647	1178	1767	1618	1014	1764	485	RNA binding motif protein 39 (RBM39), transcript variant 3
B20R07C09	20-9-7	Hs~Ref:NM_003289.3~uORF:IOH41299	779	876	1079	1075	1268	2497	2498	3747	2058	793	tropomyosin 2 (beta) (TPM2), transcript variant 1
B20R07C10	20-10-7	Hs~Ref:NM_003289.3~uORF:IOH41299	721	1162	1082	1048	1212	2528	2473	3744	2145	801	tropomyosin 2 (beta) (TPM2), transcript variant 1
B20R07C11	20-11-7	Hs~Ref:NM_014343.1~uORF:IOH42459	1035	1537	207	63	46	224	276	142	135	39	claudin 15 (CLDN15)
B20R07C12	20-12-7	Hs~Ref:NM_014343.1~uORF:IOH42459	-4	75	151	97	53	208	299	141	64	31	claudin 15 (CLDN15)
B20R07C13	20-13-7	Hs~Ref:NM_002793.2~uORF:IOH27925	124	173	583	61	143	91	300	204	812	211	proteasome (prosome, macropain) subunit, beta type, 1 (PSMB1)
B20R07C14	20-14-7	Hs~Ref:NM_002793.2~uORF:IOH27925	120	126	450	69	142	107	273	185	-11	36	proteasome (prosome, macropain) subunit, beta type, 1 (PSMB1)
B20R07C17	20-17-7	Hs~Ref:NM_025195.1~N/A	677	527	1119	269	319	339	778	468	1310	138	Tribbles homolog 1
B20R07C18	20-18-7	Hs~Ref:NM_025195.1~N/A	687	587	1077	299	262	311	712	281	972	125	Tribbles homolog 1
B20R07C19	20-19-7	Hs~MGC:NM_175878.2~uORF:IOH26879	272	192	203	214	48	73	448	216	2716	1438	XK-related protein 3
B20R07C20	20-20-7	Hs~MGC:NM_175878.2~uORF:IOH26879	197	110	407	92	15	147	430	239	2815	1551	XK-related protein 3
B20R08C03	20-3-8	Hs~MGC:BC068068.1~uORF:IOH63001	2448	2351	5830	3691	1307	3334	2707	6637	3750	1006	Galectin-3
B20R08C04	20-4-8	Hs~MGC:BC068068.1~uORF:IOH63001	2618	2414	5756	3997	1199	3486	3230	6643	3657	1041	Galectin-3
B20R08C07	20-7-8	Hs~MGC:BC014237.1~uORF:IOH22994	1265	757	1194	700	881	877	1577	759	1689	508	DEAH (Asp-Glu-Ala-His) box polypeptide 30 (DHX30)
B20R08C08	20-8-8	Hs~MGC:BC014237.1~uORF:IOH22994	1332	712	1159	645	873	879	1554	755	1662	541	DEAH (Asp-Glu-Ala-His) box polypeptide 30 (DHX30)
B20R08C09	20-9-8	Hs~MGC:BC021701.1~uORF:IOH23015	552	486	682	574	579	585	647	496	1010	322	chromosome 14 open reading frame 147 (C14orf147)
B20R08C10	20-10-8	Hs~MGC:BC021701.1~uORF:IOH23015	530	1286	668	529	552	598	660	489	961	369	chromosome 14 open reading frame 147 (C14orf147)
B20R08C11	20-11-8	Hs~Ref:NM_021158.1~uORF:IOH14340	1972	1382	1997	1019	988	1521	1499	947	5560	859	tribbles homolog 3 (Drosophila) (TRIB3)
B20R08C12	20-12-8	Hs~Ref:NM_021158.1~uORF:IOH14340	2088	1333	2150	1079	995	1493	1411	899	5689	881	tribbles homolog 3 (Drosophila) (TRIB3)
B20R08C13	20-13-8	Hs~MGC:BC029167.1~uORF:IOH22650	644	423	871	561	449	626	812	455	1568	371	CD177 molecule (CD177)
B20R08C14	20-14-8	Hs~MGC:BC029167.1~uORF:IOH22650	778	406	1018	504	520	610	883	477	1663	414	CD177 molecule (CD177)
B20R08C15	20-15-8	Hs~MGC:BC012493.1~uORF:IOH11147	1291	850	1855	771	780	890	2449	793	2976	440	KIAA1147 (KIAA1147)
B20R08C16	20-16-8	Hs~MGC:BC012493.1~uORF:IOH11147	1188	745	1751	810	723	942	2497	753	2896	399	KIAA1147 (KIAA1147)
B20R08C17	20-17-8	Hs~MGC:BC010426.1~uORF:IOH12487	207	316	652	526	464	886	1017	545	1348	163	cDNA clone MGC:15478 IMAGE:2967661, complete cds
B20R08C18	20-18-8	Hs~MGC:BC010426.1~uORF:IOH12487	509	451	631	536	517	902	1061	566	1239	95	cDNA clone MGC:15478 IMAGE:2967661, complete cds
B20R08C19	20-19-8	Hs~Ref:NM_005239.2~uORF:IOH10422	2320	860	1922	1679	1287	1846	17938	1123	3329	541	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian) (ETS2)
B20R08C20	20-20-8	Hs~Ref:NM_005239.2~uORF:IOH10422	2021	854	1878	1580	1270	2115	18176	1146	3350	518	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian) (ETS2)
B20R08C21	20-21-8	Hs~Ref:NM_012473.2~uORF:IOH11093	2144	758	1229	768	911	1166	1644	1963	2521	623	thioredoxin 2 (TXN2), nuclear gene encoding mitochondrial protein
B20R08C22	20-22-8	Hs~Ref:NM_012473.2~uORF:IOH11093	1950	819	1253	734	788	1219	1560	1711	2546	614	thioredoxin 2 (TXN2), nuclear gene encoding mitochondrial protein
B20R09C01	20-1-9	Hs~Ref:NM_012191.2~uORF:IOH40594	1085	3708	2896	895	1214	1355	1841	941	2234	606	N-acetyltransferase 6 (NAT6)
B20R09C02	20-2-9	Hs~Ref:NM_012191.2~uORF:IOH40594	1076	3904	2726	937	1268	1464	1789	1100	2246	623	N-acetyltransferase 6 (NAT6)
B20R09C03	20-3-9	Hs~Ref:NM_033201.1~uORF:IOH40574	1120	1326	861	912	500	657	1855	3506	1322	339	chromosome 16 open reading frame 45 (C16orf45)
B20R09C04	20-4-9	Hs~Ref:NM_033201.1~uORF:IOH40574	1204	1346	864	961	517	688	1881	3467	1116	323	chromosome 16 open reading frame 45 (C16orf45)
B20R09C05	20-5-9	Hs~Ref:NM_016606.2~uORF:IOH40596	1329	674	1076	4556	531	4621	3122	966	1843	309	receptor accessory protein 2 (REEP2)
B20R09C06	20-6-9	Hs~Ref:NM_016606.2~uORF:IOH40596	1306	679	993	4687	580	4993	3284	967	1791	330	receptor accessory protein 2 (REEP2)
B20R09C07	20-7-9	Hs~Ref:NM_019005.2~uORF:IOH40538	762	474	747	648	496	558	1191	603	1909	233	WD repeat-containing protein mio
B20R09C08	20-8-9	Hs~Ref:NM_019005.2~uORF:IOH40538	778	485	721	645	506	539	1160	610	1915	253	WD repeat-containing protein mio
B20R09C09	20-9-9	Hs~MGC:NM_177424.1~uORF:IOH26548	619	1195	816	351	504	935	630	624	2545	317	syntaxin 12 (STX12)
B20R09C10	20-10-9	Hs~MGC:NM_177424.1~uORF:IOH26548	572	1131	780	371	469	917	606	660	2501	368	syntaxin 12 (STX12)
B20R09C11	20-11-9	Hs~Ref:NM_005207.1~uORF:IOH26401	1309	819	1016	1899	873	3264	1238	515	1542	637	v-crk sarcoma virus CT10 oncogene homolog (avian)-like (CRKL)
B20R09C12	20-12-9	Hs~Ref:NM_005207.1~uORF:IOH26401	1340	772	1008	1995	844	3203	1272	508	1566	665	v-crk sarcoma virus CT10 oncogene homolog (avian)-like (CRKL)
B20R09C13	20-13-9	Hs~MGC:BC050688.1~uORF:IOH27002	1001	634	489	618	284	2096	606	624	1546	404	ribosomal protein SA (RPSA)
B20R09C14	20-14-9	Hs~MGC:BC050688.1~uORF:IOH27002	979	652	446	633	444	2013	748	617	1502	377	ribosomal protein SA (RPSA)
B20R09C15	20-15-9	Hs~Ref:NM_014012.2~uORF:IOH26198	1583	728	1420	862	594	909	1892	877	2545	492	RAS (RAD and GEM)-like GTP-binding 1 (REM1)
B20R09C16	20-16-9	Hs~Ref:NM_014012.2~uORF:IOH26198	1693	788	1432	864	621	1050	1535	977	2541	485	RAS (RAD and GEM)-like GTP-binding 1 (REM1)
B20R09C17	20-17-9	Hs~Ref:NM_013375.2~uORF:IOH1920	4722	1859	2617	2298	1383	2294	16212	2471	5378	1281	activator of basal transcription 1 (ABT1)
B20R09C18	20-18-9	Hs~Ref:NM_013375.2~uORF:IOH1920	4706	1882	2606	2294	1417	2282	16249	2568	5200	1169	activator of basal transcription 1 (ABT1)
B20R09C19	20-19-9	Hs~Ref:NM_005086.3~uORF:IOH1877	2028	1224	2482	1279	1144	1672	2670	1454	3199	793	sarcospan (Kras oncogene-associated gene) (SSPN)
B20R09C20	20-20-9	Hs~Ref:NM_005086.3~uORF:IOH1877	1907	1321	2318	1380	1007	2092	2654	1343	3352	889	sarcospan (Kras oncogene-associated gene) (SSPN)
B20R09C21	20-21-9	Hs~Ref:NM_001975.2~uORF:IOH2253	1327	849	1223	830	977	1319	1391	842	2149	586	enolase 2 (gamma, neuronal) (ENO2)
B20R09C22	20-22-9	Hs~Ref:NM_001975.2~uORF:IOH2253	1224	914	1233	932	1021	1205	1801	929	2321	531	enolase 2 (gamma, neuronal) (ENO2)
B20R10C01	20-1-10	Hs~MGC:BC013393.2~uORF:IOH13082	571	867	1776	222	525	472	1383	574	1744	1071	adducin 1 (alpha) (ADD1)
B20R10C02	20-2-10	Hs~MGC:BC013393.2~uORF:IOH13082	341	849	1636	316	602	530	1541	700	1671	1023	adducin 1 (alpha) (ADD1)
B20R10C03	20-3-10	Hs~MGC:BC059358.1~uORF:IOH29286	917	985	814	437	308	554	1658	458	944	369	RAB3A interacting protein (rabin3) (RAB3IP)
B20R10C04	20-4-10	Hs~MGC:BC059358.1~uORF:IOH29286	845	1100	711	376	333	513	911	415	936	328	RAB3A interacting protein (rabin3) (RAB3IP)
B20R10C05	20-5-10	Hs~MGC:BC041787.1~uORF:IOH27976	548	596	684	409	330	504	751	741	711	273	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1)
B20R10C06	20-6-10	Hs~MGC:BC041787.1~uORF:IOH27976	517	616	668	391	341	527	701	752	757	294	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1)
B20R10C07	20-7-10	Hs~MGC:BC058886.1~uORF:IOH29125	134	1420	432	242	384	417	378	1323	638	301	hypothetical protein FLJ11506 (FLJ11506)
B20R10C08	20-8-10	Hs~MGC:BC058886.1~uORF:IOH29125	208	1425	445	204	372	370	405	1340	684	283	hypothetical protein FLJ11506 (FLJ11506)
B20R10C09	20-9-10	Hs~MGC:BC057838.1~uORF:IOH29209	649	1392	1732	1187	597	1414	1061	2437	3700	461	sterile alpha motif domain containing 4A (SAMD4A)
B20R10C10	20-10-10	Hs~MGC:BC057838.1~uORF:IOH29209	631	1269	1722	1179	614	1403	1048	2386	3693	442	sterile alpha motif domain containing 4A (SAMD4A)
B20R11C21	20-21-11	Hs~MGC:BC011952.1~uORF:IOH10475	2302	984	623	374	135	726	2224	407	545	138	family with sequence similarity 18, member B2 (FAM18B2)
B20R11C22	20-22-11	Hs~MGC:BC011952.1~uORF:IOH10475	588	965	635	430	142	666	1562	423	565	310	family with sequence similarity 18, member B2 (FAM18B2)
B20R12C01	20-1-12	Hs~MGC:BC018137.1~uORF:IOH10369	4498	2793	1926	2005	1239	2805	12502	1567	3694	983	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa (TAF1B)
B20R12C02	20-2-12	Hs~MGC:BC018137.1~uORF:IOH10369	4373	2835	1952	1987	1249	2928	12134	1479	3713	1062	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa (TAF1B)
B20R12C03	20-3-12	Hs~MGC:BC000877.1~uORF:IOH3268	2398	1274	1351	847	580	1180	10693	1070	2238	516	arginine vasopressin-induced 1 (AVPI1)
B20R12C04	20-4-12	Hs~MGC:BC000877.1~uORF:IOH3268	2297	1304	1384	947	578	1235	9876	830	2210	452	arginine vasopressin-induced 1 (AVPI1)
B20R12C05	20-5-12	Hs~MGC:BC001259.1~uORF:IOH3096	398	417	432	234	261	456	672	362	589	346	adaptor-related protein complex 4, sigma 1 subunit (AP4S1)
B20R12C06	20-6-12	Hs~MGC:BC001259.1~uORF:IOH3096	467	379	483	3219	274	520	715	441	618	379	adaptor-related protein complex 4, sigma 1 subunit (AP4S1)
B20R12C07	20-7-12	Hs~MGC:BC047455.1~uORF:IOH26531	6815	1322	2972	833	1578	1189	2024	1886	3623	533	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 (DDX4)
B20R12C08	20-8-12	Hs~MGC:BC047455.1~uORF:IOH26531	6914	1305	2905	865	1568	1311	1982	2068	4122	521	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 (DDX4)
B20R12C09	20-9-12	Hs~MGC:BC035256.1~uORF:IOH27660	1045	2286	963	3182	1134	1214	4586	711	4208	392	Putative adenylate kinase 7
B20R12C10	20-10-12	Hs~MGC:BC035256.1~uORF:IOH27660	1024	2392	971	3236	1184	1316	4557	716	4363	377	Putative adenylate kinase 7
B20R12C11	20-11-12	Hs~MGC:BC035040.1~uORF:IOH27116	1074	1407	1095	742	779	1483	2300	820	2613	617	GRAM domain containing 1C (GRAMD1C)
B20R12C12	20-12-12	Hs~MGC:BC035040.1~uORF:IOH27116	1118	1528	1120	812	819	1439	2569	807	2590	666	GRAM domain containing 1C (GRAMD1C)
B20R12C13	20-13-12	Hs~Ref:NM_153687.1~uORF:IOH29079	1161	1007	1100	1008	801	1210	1898	913	2646	673	IKK interacting protein (IKIP), transcript variant 1
B20R12C14	20-14-12	Hs~Ref:NM_153687.1~uORF:IOH29079	1092	1150	1365	918	787	1224	1733	1038	2582	666	IKK interacting protein (IKIP), transcript variant 1
B20R12C15	20-15-12	Hs~MGC:BC103864.1~uORF:IOH63430	397	241	755	273	223	308	466	507	663	93	synovial sarcoma, X breakpoint 4, mRNA (cDNA clone MGC:119056 IMAGE:40003338), complete cds
B20R12C16	20-16-12	Hs~MGC:BC103864.1~uORF:IOH63430	334	215	679	273	161	358	509	339	577	93	synovial sarcoma, X breakpoint 4, mRNA (cDNA clone MGC:119056 IMAGE:40003338), complete cds
B20R12C17	20-17-12	Hs~MGC:BC098269.1~uORF:IOH63293	157	102	171	479	184	332	945	337	430	77	Rap1 GTPase-GDP dissociation stimulator 1
B20R12C18	20-18-12	Hs~MGC:BC098269.1~uORF:IOH63293	157	104	146	461	186	283	924	273	419	82	Rap1 GTPase-GDP dissociation stimulator 1
B20R12C19	20-19-12	Hs~MGC:BC100926.1~uORF:IOH63370	873	545	1395	587	512	1761	4371	718	8361	278	D-tyrosyl-tRNA(Tyr) deacylase 1
B20R12C20	20-20-12	Hs~MGC:BC100926.1~uORF:IOH63370	893	568	1424	619	566	1932	4267	719	7914	368	D-tyrosyl-tRNA(Tyr) deacylase 1
B20R12C21	20-21-12	Hs~MGC:BC101938.1~uORF:IOH63321	1098	1067	819	618	487	590	793	8018	1106	322	Epidermis-type lipoxygenase 3
B20R12C22	20-22-12	Hs~MGC:BC101938.1~uORF:IOH63321	1017	1088	738	561	610	563	734	7406	1098	268	Epidermis-type lipoxygenase 3
B20R13C01	20-1-13	Hs~Ref:NM_198044.1~uORF:IOH23224	1186	671	1601	5195	1111	1088	1867	1152	2170	656	zinc finger, DHHC-type containing 16 (ZDHHC16), transcript variant 3
B20R13C02	20-2-13	Hs~Ref:NM_198044.1~uORF:IOH23224	1105	676	1657	5177	1138	1146	1920	1094	2209	698	zinc finger, DHHC-type containing 16 (ZDHHC16), transcript variant 3
B20R13C03	20-3-13	Hs~MGC:BC033159.1~uORF:IOH23223	3122	4174	5028	3500	3339	5036	19414	8100	9125	2546	DnaJ (Hsp40) homolog, subfamily C, member 8 (DNAJC8)
B20R13C04	20-4-13	Hs~MGC:BC033159.1~uORF:IOH23223	3065	4110	4952	3582	3439	4945	19320	9190	9163	2615	DnaJ (Hsp40) homolog, subfamily C, member 8 (DNAJC8)
B20R13C05	20-5-13	Hs~Ref:NM_021627.2~uORF:IOH26311	7035	3068	6501	65451	2727	3324	2882	1659	4472	817	SUMO1/sentrin/SMT3 specific peptidase 2 (SENP2)
B20R13C06	20-6-13	Hs~Ref:NM_021627.2~uORF:IOH26311	7060	3053	6142	65462	2739	3567	2727	1831	4151	830	SUMO1/sentrin/SMT3 specific peptidase 2 (SENP2)
B20R13C07	20-7-13	Hs~MGC:BC020719.1~uORF:IOH12903	40	345	473	352	304	472	490	1270	792	210	hemoglobin, gamma A (HBG1)
B20R13C08	20-8-13	Hs~MGC:BC020719.1~uORF:IOH12903	318	322	452	216	315	500	497	1270	766	139	hemoglobin, gamma A (HBG1)
B20R13C09	20-9-13	Hs~Ref:NM_020958.2~uORF:IOH44465	574	743	853	360	396	494	506	306	1174	328	Serine/threonine-protein phosphatase 4 regulatory subunit 4
B20R13C10	20-10-13	Hs~Ref:NM_020958.2~uORF:IOH44465	531	739	848	357	435	550	510	293	1202	284	Serine/threonine-protein phosphatase 4 regulatory subunit 4
B20R13C13	20-13-13	Hs~Ref:NM_138331.1~uORF:IOH35122	808	380	1392	521	666	591	934	527	1374	364	ribonuclease, RNase A family, 8 (RNASE8)
B20R13C14	20-14-13	Hs~Ref:NM_138331.1~uORF:IOH35122	811	383	1456	522	652	568	882	767	1344	323	ribonuclease, RNase A family, 8 (RNASE8)
B20R13C15	20-15-13	Hs~Ref:NM_004763.2~uORF:IOH40963	1697	328	660	551	1422	496	644	1811	1275	272	integrin beta 1 binding protein 1 (ITGB1BP1), transcript variant 1
B20R13C16	20-16-13	Hs~Ref:NM_004763.2~uORF:IOH40963	1744	406	571	563	1447	497	645	1887	1271	218	integrin beta 1 binding protein 1 (ITGB1BP1), transcript variant 1
B20R13C17	20-17-13	Hs~MGC:BC017085.1~uORF:IOH10382	776	693	982	607	727	951	1170	572	1367	396	serine incorporator 2 (SERINC2)
B20R13C18	20-18-13	Hs~MGC:BC017085.1~uORF:IOH10382	759	684	1069	600	728	930	1124	498	1430	360	serine incorporator 2 (SERINC2)
B20R13C19	20-19-13	Hs~MGC:NM_152471.1~uORF:IOH10190	1266	360	638	293	144	741	558	286	693	72	hypothetical protein MGC17515 (MGC17515)
B20R13C20	20-20-13	Hs~MGC:NM_152471.1~uORF:IOH10190	1266	348	587	350	132	582	605	309	696	217	hypothetical protein MGC17515 (MGC17515)
B20R13C21	20-21-13	Hs~MGC:BC012131.1~uORF:IOH13142	29907	4669	5439	9795	3580	14761	4386	5937	7327	2744	chromosome 14 open reading frame 149 (C14orf149)
B20R13C22	20-22-13	Hs~MGC:BC012131.1~uORF:IOH13142	29303	4572	5392	9993	3496	15005	4160	5741	7431	2834	chromosome 14 open reading frame 149 (C14orf149)
B20R14C01	20-1-14	Hs~MGC:BC018206.1~uORF:IOH10533	406	260	365	297	206	404	1128	368	601	263	family with sequence similarity 128, member A (FAM128A)
B20R14C02	20-2-14	Hs~MGC:BC018206.1~uORF:IOH10533	519	293	415	300	205	422	868	336	662	312	family with sequence similarity 128, member A (FAM128A)
B20R14C05	20-5-14	Hs~Ref:NM_172208.1~uORF:IOH59271	523	456	840	325	368	521	1307	814	711	209	Tapasin
B20R14C06	20-6-14	Hs~Ref:NM_172208.1~uORF:IOH59271	555	406	848	588	307	493	1282	487	687	209	Tapasin
B20R14C07	20-7-14	Hs~Ref:NM_007005.3~uORF:IOH52787	1516	1276	1706	1740	1218	1272	2219	854	18737	1108	Transducin-like enhancer protein 4
B20R14C08	20-8-14	Hs~Ref:NM_007005.3~uORF:IOH52787	1486	1316	1719	1916	1215	1265	2302	846	18430	1134	Transducin-like enhancer protein 4
B20R14C09	20-9-14	Hs~Ref:NM_002495.1~uORF:IOH54701	635	569	697	529	348	908	1098	388	861	339	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial
B20R14C10	20-10-14	Hs~Ref:NM_002495.1~uORF:IOH54701	677	566	717	571	381	878	1143	398	867	335	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial
B20R14C11	20-11-14	Hs~MGC:BC009458.1~uORF:IOH13468	2783	2779	2308	1641	4281	3347	4579	3674	5164	2592	Homeobox protein BarH-like 1
B20R14C12	20-12-14	Hs~MGC:BC009458.1~uORF:IOH13468	3244	2786	2360	1558	4229	3397	5071	3862	5222	2471	Homeobox protein BarH-like 1
B20R14C13	20-13-14	Hs~Ref:NM_014370.2~uORF:IOH60262	1481	814	2641	1163	578	1270	3183	1195	2657	617	SFRS protein kinase 3 (SRPK3)
B20R14C14	20-14-14	Hs~Ref:NM_014370.2~uORF:IOH60262	1359	881	2638	1158	564	1240	3190	1190	2682	634	SFRS protein kinase 3 (SRPK3)
B20R14C15	20-15-14	Hs~MGC:BC104469.1~uORF:IOH63631	2524	1546	1836	1896	585	2684	5962	1847	2185	1600	Outer dense fiber protein 3-like protein 2
B20R14C16	20-16-14	Hs~MGC:BC104469.1~uORF:IOH63631	2600	1475	1854	1949	613	2662	5663	1811	2283	1670	Outer dense fiber protein 3-like protein 2
